Time,P_LqTk,T_LqTk,m_Sum_LqTk,T_GTkO,T_ITkO,T_LTkO,P_GTkO,P_OpStO_LqTk,P_ReseatO_LqTk,m_BOGO,m_PSVO_LqTk,Q_InGO,Q_InLO,Q_InGIO,Q_InILO,m_LqPpReal,m_LqVapReal,P_Source,T_SourceC,m_Source,P_Buf1,M_BufSum1,P_Buf2,M_BufSum2,P_TT1,T_TT1,m_TTSum1,P_TT2,T_TT2,m_TTSum2,m_LCpReal,m_MCp1Real,m_MCp2Real,m_HCpReal,P_TkL,T_TkL,m_SumL,W_ReqL,AaL,SD_1P_MaxL,P_TkAccL,P_TkOpFullL,P_TkOpStartL,P_TkL_1,W_Req_kgsL,W_OpFullL,W_OutL,W_OutL_1,SD_1PL,P_TkM,T_TkM,m_SumM,W_ReqM,AaM,SD_1P_MaxM,P_TkAccM,P_TkOpFullM,P_TkOpStartM,P_TkM_1,W_Req_kgsM,W_OpFullM,W_OutM,W_OutM_1,SD_1PM,P_TkH,T_TkH,m_SumH,W_ReqH,AaH,SD_1P_MaxH,P_TkAccH,P_TkOpFullH,P_TkOpStartH,P_TkH_1,W_Req_kgsH,W_OpFullH,W_OutH,W_OutH_1,SD_1PH,m1301,m1401,m1501,m1302,m1402,m1502,mD1,mD2,P_Tk1,T_TkC1,M_Sum1,SOC_Tk1,P_Tk2,T_TkC2,M_Sum2,SOC_Tk2,SOC_Tk1_1,m_HFP1,APRR1,P_Ba1,T_Ba1,P_Tk1_1,T_Tk1,T_Amb,T_Ba1_1,P_Tk_01,T_TkMax1,t_ElepS1,V_TkTot1,T_Amb_1,T_Ba1_2,P_Tk_01_1,SOC_Tk1_2,PRR_av1,CalcIntv_av1,m_HFPMax1,P_Tk1_2,T_TkMax1_1,t_ElepS1_1,t_ElepM1,SOC_Tk1_3,m_HFP1_1,APRR1_1,P_Ba1_1,P_Tk1_3,T_Tk1_1,D1Step,DeFuel1_LBk,DeFuel1_MBk,DeFuel1_HBk,P_Tk1_4,SOC_Tk2_1,m_HFP2,APRR2,P_Ba2,P_Tk2_1,T_Tk2,D2Step,DeFuel2_LBk,DeFuel2_MBk,DeFuel2_HBk,P_Tk2_2,P_HBk,P_MBk,P_LBk,P_TT1_1,P_TT2_1,P_Buf1_1,m_HCpCapa,m_HCpReal_1,m_MCp1Capa,m_MCp2Capa,m_MCp1Real_1,m_LCpCapa,m_LCpReal_1
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383019,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-9.5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-9.5,-0.158333333333333,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.339707,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-9,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-9,-0.15,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.738411,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-8.5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-8.5,-0.141666666666667,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.414894,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-8,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-8,-0.133333333333333,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104301,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-7.5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-7.5,-0.125,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.420755,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-7,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-7,-0.116666666666667,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703093,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-6.5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-6.5,-0.108333333333333,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.402763,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-6,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-6,-0.1,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.915036,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-5.5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-5.5,-0.0916666666666667,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.656455,21,5.03031423577885,0,-273.15,0,0,0,0,0,0,-273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,401.498704170998,0,0,0,0,0,0,0,0,0,0,0,0,0,21,270.354421713414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01007526412454,21,0.204343414766674,233.489820500895,NaN,NaN,NaN,NaN,233.489820500895,0,2.56183328756089e-316,5,3,5.01007526412454,21,21,3,5,21,-5,0.05,21,3,5,233.489820500895,0,0,0,5.01007526412454,21,-5,-0.0833333333333333,233.489820500895,0,2.56183328756089e-316,5,5.01007526412454,21,0,0,0,0,5.01007526412454,NaN,0,0,15,NaN,NaN,0,0,0,0,NaN,85.0106891771311,8.0101068474745,0,3.00831011058875,0,0,0,0,92.3979388591131,0,0,0,0
